TableName,DataAreaID,OldValue,NewValue
AssetBook,rfl,GEN,
AssetBook,rfl,USGAAP,
AssetBook,wbx,GEN,IFRS
AssetBook,wbx,USGAAP,USGAAP
AssetCondition,wbx,Capacity,
AssetCondition,wbx,Cars,
AssetCondition,wbx,DataTakeon,
AssetCondition,wbx,Environment,
AssetCondition,wbx,Growth,
AssetCondition,wbx,Improve,
AssetCondition,wbx,IT,
AssetCondition,wbx,Other,
AssetCondition,wbx,Replace,Replace
AssetCondition,wbx,Safety,
AssetCondition,wbx,Vehicles,
AssetGroup,wbx,BUILDING,BUILDINGS
AssetGroup,wbx,CARS,
AssetGroup,wbx,CLOUDSOFTW,
AssetGroup,wbx,FIXTURES,FIXTURES
AssetGroup,wbx,HARDWARE,HARDWARE
AssetGroup,wbx,LAND,LAND
AssetGroup,wbx,LEASEHOLD,
AssetGroup,wbx,PLANT,PLANT
AssetGroup,wbx,SOFTWARE,SOFTWARE
AssetGroup,wbx,TRADEMARK,
AssetGroup,wbx,VEHICLES,VEHICLES
AssetLocation,wbx,1,
AssetLocation,wbx,10,
AssetLocation,wbx,100,
AssetLocation,wbx,11,
AssetLocation,wbx,12,
AssetLocation,wbx,13,
AssetLocation,wbx,14,
AssetLocation,wbx,15,
AssetLocation,wbx,16,
AssetLocation,wbx,17,
AssetLocation,wbx,18,
AssetLocation,wbx,19,
AssetLocation,wbx,2,
AssetLocation,wbx,20,
AssetLocation,wbx,21,
AssetLocation,wbx,22,
AssetLocation,wbx,23,
AssetLocation,wbx,24,
AssetLocation,wbx,25,
AssetLocation,wbx,26,
AssetLocation,wbx,27,
AssetLocation,wbx,28,
AssetLocation,wbx,29,
AssetLocation,wbx,3,
AssetLocation,wbx,30,
AssetLocation,wbx,31,
AssetLocation,wbx,32,
AssetLocation,wbx,33,
AssetLocation,wbx,34,
AssetLocation,wbx,35,
AssetLocation,wbx,36,
AssetLocation,wbx,37,
AssetLocation,wbx,38,
AssetLocation,wbx,39,
AssetLocation,wbx,4,
AssetLocation,wbx,40,
AssetLocation,wbx,41,
AssetLocation,wbx,42,
AssetLocation,wbx,43,
AssetLocation,wbx,45,
AssetLocation,wbx,46,
AssetLocation,wbx,47,
AssetLocation,wbx,48,
AssetLocation,wbx,49,
AssetLocation,wbx,5,
AssetLocation,wbx,50,
AssetLocation,wbx,51,
AssetLocation,wbx,52,
AssetLocation,wbx,53,
AssetLocation,wbx,54,
AssetLocation,wbx,55,
AssetLocation,wbx,56,
AssetLocation,wbx,6,
AssetLocation,wbx,60,
AssetLocation,wbx,61,
AssetLocation,wbx,62,
AssetLocation,wbx,63,
AssetLocation,wbx,64,
AssetLocation,wbx,65,
AssetLocation,wbx,66,
AssetLocation,wbx,67,
AssetLocation,wbx,7,
AssetLocation,wbx,70,
AssetLocation,wbx,71,
AssetLocation,wbx,72,
AssetLocation,wbx,73,
AssetLocation,wbx,75,
AssetLocation,wbx,76,
AssetLocation,wbx,77,
AssetLocation,wbx,78,
AssetLocation,wbx,79,
AssetLocation,wbx,8,
AssetLocation,wbx,80,
AssetLocation,wbx,82,
AssetLocation,wbx,83,
AssetLocation,wbx,84,
AssetLocation,wbx,85,
AssetLocation,wbx,86,
AssetLocation,wbx,87,
AssetLocation,wbx,88,
AssetLocation,wbx,89,
AssetLocation,wbx,9,
AssetLocation,wbx,90,
AssetLocation,wbx,91,
AssetLocation,wbx,92,
AssetLocation,wbx,93,
AssetLocation,wbx,94,
AssetLocation,wbx,95,
AssetLocation,wbx,96,
AssetLocation,wbx,97,
AssetLocation,wbx,98,
AssetLocation,wbx,99,
BatchGroup,ibe,Manuel,Manual
BatchGroup,rfl,Batch1,ManualB
BatchGroup,rfl,RBO Batch,BO Batch
BatchGroup,wbx,Batch1,ManualB
BatchGroup,wbx,BO Batch,BO Batch
BatchGroup,wbx,BulkBatch,BO Batch
BatchGroup,wbx,UncleanedW,WheatBatch
BOMCostGroup,rfl,CENENGI,CENENGI
BOMCostGroup,rfl,CO,CO
BOMCostGroup,rfl,FG,FG
BOMCostGroup,rfl,LAB,LAB
BOMCostGroup,rfl,NOBOMCOPA,NOBOMCOPA
BOMCostGroup,rfl,NOBOMMANU,NOBOMMANU
BOMCostGroup,rfl,OHEADS,OHEADS
BOMCostGroup,rfl,PACK,PACK
BOMCostGroup,rfl,PLANTENGI,PLANTENGI
BOMCostGroup,rfl,PLANTPROD,PLANTPROD
BOMCostGroup,rfl,RM,RM
BOMCostGroup,rfl,TRAN,TRAN
BOMCostGroup,rfl,UTILITIES,UTILITIES
BOMCostGroup,wbx,CENENGI,CENENGI
BOMCostGroup,wbx,CO,CO
BOMCostGroup,wbx,FG,FG
BOMCostGroup,wbx,LAB,LAB
BOMCostGroup,wbx,NOBOMCOPA,NOBOMCOPA
BOMCostGroup,wbx,NOBOMMANU,NOBOMMANU
BOMCostGroup,wbx,OHEADS,OHEADS
BOMCostGroup,wbx,PACK,PACK
BOMCostGroup,wbx,PLANTENGI,PLANTENGI
BOMCostGroup,wbx,PLANTPROD,PLANTPROD
BOMCostGroup,wbx,RM,RM
BOMCostGroup,wbx,TRAN,TRAN
BOMCostGroup,wbx,UTILITIES,UTILITIES
CommissionCustomerGroup,wbx,Carribean,
CommissionCustomerGroup,wbx,Far East,
ContractIndicator,wbx,0,0
ContractIndicator,wbx,1,1
ContractIndicator,wbx,2,2
ContractIndicator,wbx,3,3
ContractIndicator,wbx,4,4
ContractIndicator,wbx,5,5
ContractIndicator,wbx,6,5
CostCategory,rfl,ALPEN,ALPEN
CostCategory,rfl,AP1,AP1
CostCategory,rfl,AP2,AP2
CostCategory,rfl,AP4,AP4
CostCategory,rfl,AP6,AP6
CostCategory,rfl,AP7,AP7
CostCategory,rfl,ASH,ASH
CostCategory,rfl,CB_EXT,CB_EXT
CostCategory,rfl,CB_FL,CB_FL
CostCategory,rfl,CB_RB,CB_RB
CostCategory,rfl,Production,PROD
CostCategory,rfl,WCP,WCP
CostCategory,rfl,ZERO,ZERO
CostCategory,wbx,ALPEN,ALPEN
CostCategory,wbx,AP1,AP1
CostCategory,wbx,AP2,AP2
CostCategory,wbx,AP4,AP4
CostCategory,wbx,AP6,AP6
CostCategory,wbx,AP7,AP7
CostCategory,wbx,ASH,ASH
CostCategory,wbx,CB_EXT,CB_EXT
CostCategory,wbx,CB_FL,CB_FL
CostCategory,wbx,CB_RB,CB_RB
CostCategory,wbx,Production,PROD
CostCategory,wbx,WCP,WCP
CostCategory,wbx,ZERO,ZERO
CustPaymModeTable,ibe,CHEQUE,CHEQUE
CustPaymModeTable,ibe,DD,DD
CustPaymModeTable,ibe,TRANSF,TRANSF
CustPaymModeTable,rfl,BACS,BACS
CustPaymModeTable,rfl,CHQ,CHQ
CustPaymModeTable,rfl,DD,DD
CustPaymModeTable,wbx,BACS,BACS
CustPaymModeTable,wbx,CASH,CASH
CustPaymModeTable,wbx,CHQ,CHQ
CustPaymModeTable,wbx,DD,DD
CustPaymModeTable,wbx,TRF,TRF
DefaultDimension_CostCenter,ibe,100,0
DefaultDimension_CostCenter,ibe,1000,1000
DefaultDimension_CostCenter,ibe,1100,1100
DefaultDimension_CostCenter,ibe,1120,1120
DefaultDimension_CostCenter,ibe,1150,1150
DefaultDimension_CostCenter,ibe,1180,1180
DefaultDimension_CostCenter,ibe,1200,1200
DefaultDimension_CostCenter,ibe,1210,1210
DefaultDimension_CostCenter,ibe,1220,1220
DefaultDimension_CostCenter,ibe,1240,1240
DefaultDimension_CostCenter,ibe,1250,1250
DefaultDimension_CostCenter,ibe,1300,1300
DefaultDimension_CostCenter,ibe,1320,1320
DefaultDimension_CostCenter,ibe,1330,1330
DefaultDimension_CostCenter,ibe,1340,1340
DefaultDimension_CostCenter,ibe,1350,1350
DefaultDimension_CostCenter,ibe,1360,1360
DefaultDimension_CostCenter,ibe,1370,1370
DefaultDimension_CostCenter,ibe,1380,0
DefaultDimension_CostCenter,ibe,1390,1390
DefaultDimension_CostCenter,ibe,1400,1400
DefaultDimension_CostCenter,ibe,1410,0
DefaultDimension_CostCenter,ibe,1420,0
DefaultDimension_CostCenter,ibe,1430,0
DefaultDimension_CostCenter,ibe,1500,1500
DefaultDimension_CostCenter,ibe,1550,0
DefaultDimension_CostCenter,ibe,1600,1600
DefaultDimension_CostCenter,ibe,1700,1700
DefaultDimension_CostCenter,ibe,1800,1800
DefaultDimension_CostCenter,ibe,1900,1900
DefaultDimension_CostCenter,ibe,2100,2100
DefaultDimension_CostCenter,ibe,2200,2200
DefaultDimension_CostCenter,ibe,2300,0
DefaultDimension_CostCenter,ibe,2350,0
DefaultDimension_CostCenter,ibe,2400,2400
DefaultDimension_CostCenter,ibe,2410,2410
DefaultDimension_CostCenter,ibe,2450,0
DefaultDimension_CostCenter,ibe,2500,2500
DefaultDimension_CostCenter,ibe,3100,3100
DefaultDimension_CostCenter,ibe,3230,3230
DefaultDimension_CostCenter,ibe,3500,3500
DefaultDimension_CostCenter,ibe,3505,3505
DefaultDimension_CostCenter,ibe,3510,3510
DefaultDimension_CostCenter,ibe,3515,3515
DefaultDimension_CostCenter,ibe,3520,3520
DefaultDimension_CostCenter,ibe,3525,3525
DefaultDimension_CostCenter,ibe,3700,3700
DefaultDimension_CostCenter,ibe,3705,0
DefaultDimension_CostCenter,ibe,3710,3710
DefaultDimension_CostCenter,ibe,3715,0
DefaultDimension_CostCenter,ibe,3720,0
DefaultDimension_CostCenter,ibe,3725,0
DefaultDimension_CostCenter,ibe,4100,4100
DefaultDimension_CostCenter,ibe,4700,4700
DefaultDimension_CostCenter,ibe,4800,4800
DefaultDimension_CostCenter,ibe,4900,4900
DefaultDimension_CostCenter,ibe,5100,5100
DefaultDimension_CostCenter,ibe,5150,5150
DefaultDimension_CostCenter,ibe,5175,5175
DefaultDimension_CostCenter,ibe,5325,0
DefaultDimension_CostCenter,ibe,5350,0
DefaultDimension_CostCenter,ibe,5375,5375
DefaultDimension_CostCenter,ibe,5400,5400
DefaultDimension_CostCenter,ibe,5425,5425
DefaultDimension_CostCenter,ibe,5500,5500
DefaultDimension_CostCenter,ibe,5600,5600
DefaultDimension_CostCenter,ibe,6500,6500
DefaultDimension_CostCenter,ibe,6510,6510
DefaultDimension_CostCenter,ibe,6520,6520
DefaultDimension_CostCenter,ibe,6530,6530
DefaultDimension_CostCenter,ibe,6540,6540
DefaultDimension_CostCenter,ibe,6600,6600
DefaultDimension_CostCenter,ibe,6700,6700
DefaultDimension_CostCenter,ibe,7000,7000
DefaultDimension_CostCenter,ibe,8000,9000
DefaultDimension_CostCenter,ibe,8100,9000
DefaultDimension_CostCenter,ibe,8200,9000
DefaultDimension_CostCenter,ibe,8300,9000
DefaultDimension_CostCenter,ibe,9100,9000
DefaultDimension_CostCenter,ibe,9110,7500
DefaultDimension_CostCenter,ibe,9200,9000
DefaultDimension_CostCenter,ibe,9300,9000
DefaultDimension_CostCenter,ibe,9400,9000
DefaultDimension_CostCenter,ibe,9500,9000
DefaultDimension_CostCenter,ibe,9600,9000
DefaultDimension_CostCenter,ibe,9620,9000
DefaultDimension_CostCenter,ibe,9999,0
DefaultDimension_CostCenter,rfl,100,0
DefaultDimension_CostCenter,rfl,1000,1000
DefaultDimension_CostCenter,rfl,1100,1100
DefaultDimension_CostCenter,rfl,1120,1120
DefaultDimension_CostCenter,rfl,1150,1150
DefaultDimension_CostCenter,rfl,1180,1180
DefaultDimension_CostCenter,rfl,1200,1200
DefaultDimension_CostCenter,rfl,1210,1210
DefaultDimension_CostCenter,rfl,1220,1220
DefaultDimension_CostCenter,rfl,1240,1240
DefaultDimension_CostCenter,rfl,1250,1250
DefaultDimension_CostCenter,rfl,1300,1300
DefaultDimension_CostCenter,rfl,1320,1320
DefaultDimension_CostCenter,rfl,1330,1330
DefaultDimension_CostCenter,rfl,1340,1340
DefaultDimension_CostCenter,rfl,1350,1350
DefaultDimension_CostCenter,rfl,1360,1360
DefaultDimension_CostCenter,rfl,1370,1370
DefaultDimension_CostCenter,rfl,1380,0
DefaultDimension_CostCenter,rfl,1390,1390
DefaultDimension_CostCenter,rfl,1400,1400
DefaultDimension_CostCenter,rfl,1410,0
DefaultDimension_CostCenter,rfl,1420,0
DefaultDimension_CostCenter,rfl,1430,0
DefaultDimension_CostCenter,rfl,1500,1500
DefaultDimension_CostCenter,rfl,1550,0
DefaultDimension_CostCenter,rfl,1600,1600
DefaultDimension_CostCenter,rfl,1700,1700
DefaultDimension_CostCenter,rfl,1800,1800
DefaultDimension_CostCenter,rfl,1900,1900
DefaultDimension_CostCenter,rfl,2100,2100
DefaultDimension_CostCenter,rfl,2200,2200
DefaultDimension_CostCenter,rfl,2300,0
DefaultDimension_CostCenter,rfl,2350,0
DefaultDimension_CostCenter,rfl,2400,2400
DefaultDimension_CostCenter,rfl,2410,2410
DefaultDimension_CostCenter,rfl,2450,0
DefaultDimension_CostCenter,rfl,2500,2500
DefaultDimension_CostCenter,rfl,3100,3100
DefaultDimension_CostCenter,rfl,3230,3230
DefaultDimension_CostCenter,rfl,3500,3500
DefaultDimension_CostCenter,rfl,3505,3505
DefaultDimension_CostCenter,rfl,3510,3510
DefaultDimension_CostCenter,rfl,3515,3515
DefaultDimension_CostCenter,rfl,3520,3520
DefaultDimension_CostCenter,rfl,3525,3525
DefaultDimension_CostCenter,rfl,3700,3700
DefaultDimension_CostCenter,rfl,3705,0
DefaultDimension_CostCenter,rfl,3710,3710
DefaultDimension_CostCenter,rfl,3715,0
DefaultDimension_CostCenter,rfl,3720,0
DefaultDimension_CostCenter,rfl,3725,0
DefaultDimension_CostCenter,rfl,4100,4100
DefaultDimension_CostCenter,rfl,4700,4700
DefaultDimension_CostCenter,rfl,4800,4800
DefaultDimension_CostCenter,rfl,4900,4900
DefaultDimension_CostCenter,rfl,5100,5100
DefaultDimension_CostCenter,rfl,5150,5150
DefaultDimension_CostCenter,rfl,5175,5175
DefaultDimension_CostCenter,rfl,5325,0
DefaultDimension_CostCenter,rfl,5350,0
DefaultDimension_CostCenter,rfl,5375,5375
DefaultDimension_CostCenter,rfl,5400,5400
DefaultDimension_CostCenter,rfl,5425,5425
DefaultDimension_CostCenter,rfl,5500,5500
DefaultDimension_CostCenter,rfl,5600,5600
DefaultDimension_CostCenter,rfl,6500,6500
DefaultDimension_CostCenter,rfl,6510,6510
DefaultDimension_CostCenter,rfl,6520,6520
DefaultDimension_CostCenter,rfl,6530,6530
DefaultDimension_CostCenter,rfl,6540,6540
DefaultDimension_CostCenter,rfl,6600,6600
DefaultDimension_CostCenter,rfl,6700,6700
DefaultDimension_CostCenter,rfl,7000,7000
DefaultDimension_CostCenter,rfl,8000,9000
DefaultDimension_CostCenter,rfl,8100,9000
DefaultDimension_CostCenter,rfl,8200,9000
DefaultDimension_CostCenter,rfl,8300,9000
DefaultDimension_CostCenter,rfl,9100,9000
DefaultDimension_CostCenter,rfl,9110,7500
DefaultDimension_CostCenter,rfl,9200,9000
DefaultDimension_CostCenter,rfl,9300,9000
DefaultDimension_CostCenter,rfl,9400,9000
DefaultDimension_CostCenter,rfl,9500,9000
DefaultDimension_CostCenter,rfl,9600,9000
DefaultDimension_CostCenter,rfl,9620,9000
DefaultDimension_CostCenter,rfl,9999,0
DefaultDimension_CostCenter,wbx,100,0
DefaultDimension_CostCenter,wbx,1000,1000
DefaultDimension_CostCenter,wbx,1100,1100
DefaultDimension_CostCenter,wbx,1120,1120
DefaultDimension_CostCenter,wbx,1150,1150
DefaultDimension_CostCenter,wbx,1180,1180
DefaultDimension_CostCenter,wbx,1200,1200
DefaultDimension_CostCenter,wbx,1210,1210
DefaultDimension_CostCenter,wbx,1220,1220
DefaultDimension_CostCenter,wbx,1240,1240
DefaultDimension_CostCenter,wbx,1250,1250
DefaultDimension_CostCenter,wbx,1300,1300
DefaultDimension_CostCenter,wbx,1320,1320
DefaultDimension_CostCenter,wbx,1330,1330
DefaultDimension_CostCenter,wbx,1340,1340
DefaultDimension_CostCenter,wbx,1350,1350
DefaultDimension_CostCenter,wbx,1360,1360
DefaultDimension_CostCenter,wbx,1370,1370
DefaultDimension_CostCenter,wbx,1380,0
DefaultDimension_CostCenter,wbx,1390,1390
DefaultDimension_CostCenter,wbx,1400,1400
DefaultDimension_CostCenter,wbx,1410,0
DefaultDimension_CostCenter,wbx,1420,0
DefaultDimension_CostCenter,wbx,1430,0
DefaultDimension_CostCenter,wbx,1500,1500
DefaultDimension_CostCenter,wbx,1550,0
DefaultDimension_CostCenter,wbx,1600,1600
DefaultDimension_CostCenter,wbx,1700,1700
DefaultDimension_CostCenter,wbx,1800,1800
DefaultDimension_CostCenter,wbx,1900,1900
DefaultDimension_CostCenter,wbx,2100,2100
DefaultDimension_CostCenter,wbx,2200,2200
DefaultDimension_CostCenter,wbx,2300,0
DefaultDimension_CostCenter,wbx,2350,0
DefaultDimension_CostCenter,wbx,2400,2400
DefaultDimension_CostCenter,wbx,2410,2410
DefaultDimension_CostCenter,wbx,2450,0
DefaultDimension_CostCenter,wbx,2500,2500
DefaultDimension_CostCenter,wbx,3100,3100
DefaultDimension_CostCenter,wbx,3230,3230
DefaultDimension_CostCenter,wbx,3500,3500
DefaultDimension_CostCenter,wbx,3505,3505
DefaultDimension_CostCenter,wbx,3510,3510
DefaultDimension_CostCenter,wbx,3515,3515
DefaultDimension_CostCenter,wbx,3520,3520
DefaultDimension_CostCenter,wbx,3525,3525
DefaultDimension_CostCenter,wbx,3700,3700
DefaultDimension_CostCenter,wbx,3705,0
DefaultDimension_CostCenter,wbx,3710,3710
DefaultDimension_CostCenter,wbx,3715,0
DefaultDimension_CostCenter,wbx,3720,0
DefaultDimension_CostCenter,wbx,3725,0
DefaultDimension_CostCenter,wbx,4100,4100
DefaultDimension_CostCenter,wbx,4700,4700
DefaultDimension_CostCenter,wbx,4800,4800
DefaultDimension_CostCenter,wbx,4900,4900
DefaultDimension_CostCenter,wbx,5100,5100
DefaultDimension_CostCenter,wbx,5150,5150
DefaultDimension_CostCenter,wbx,5175,5175
DefaultDimension_CostCenter,wbx,5325,0
DefaultDimension_CostCenter,wbx,5350,0
DefaultDimension_CostCenter,wbx,5375,5375
DefaultDimension_CostCenter,wbx,5400,5400
DefaultDimension_CostCenter,wbx,5425,5425
DefaultDimension_CostCenter,wbx,5500,5500
DefaultDimension_CostCenter,wbx,5600,5600
DefaultDimension_CostCenter,wbx,6500,6500
DefaultDimension_CostCenter,wbx,6510,6510
DefaultDimension_CostCenter,wbx,6520,6520
DefaultDimension_CostCenter,wbx,6530,6530
DefaultDimension_CostCenter,wbx,6540,6540
DefaultDimension_CostCenter,wbx,6600,6600
DefaultDimension_CostCenter,wbx,6700,6700
DefaultDimension_CostCenter,wbx,7000,7000
DefaultDimension_CostCenter,wbx,8000,9000
DefaultDimension_CostCenter,wbx,8100,9000
DefaultDimension_CostCenter,wbx,8200,9000
DefaultDimension_CostCenter,wbx,8300,9000
DefaultDimension_CostCenter,wbx,9100,9000
DefaultDimension_CostCenter,wbx,9110,7500
DefaultDimension_CostCenter,wbx,9200,9000
DefaultDimension_CostCenter,wbx,9300,9000
DefaultDimension_CostCenter,wbx,9400,9000
DefaultDimension_CostCenter,wbx,9500,9000
DefaultDimension_CostCenter,wbx,9600,9000
DefaultDimension_CostCenter,wbx,9620,9000
DefaultDimension_CostCenter,wbx,9999,0
DefaultDimension_Product,ibe,ACL,ACL
DefaultDimension_Product,ibe,AGR,YYB
DefaultDimension_Product,ibe,ALB,ALB
DefaultDimension_Product,ibe,ALP,ALP
DefaultDimension_Product,ibe,APB,APB
DefaultDimension_Product,ibe,APM,APM
DefaultDimension_Product,ibe,APO,YYB
DefaultDimension_Product,ibe,BIC,BIC
DefaultDimension_Product,ibe,BIS,BIS
DefaultDimension_Product,ibe,BPL,BPL
DefaultDimension_Product,ibe,DAN,
DefaultDimension_Product,ibe,DIS,DIS
DefaultDimension_Product,ibe,DYB,YYB
DefaultDimension_Product,ibe,DYE,YYB
DefaultDimension_Product,ibe,EXT,EXT
DefaultDimension_Product,ibe,FLK,FLK
DefaultDimension_Product,ibe,HOC,HOC
DefaultDimension_Product,ibe,LTB,LTB
DefaultDimension_Product,ibe,MIN,MIN
DefaultDimension_Product,ibe,MMM,MMM
DefaultDimension_Product,ibe,MNP,YYB
DefaultDimension_Product,ibe,MUE,
DefaultDimension_Product,ibe,MWT,MWT
DefaultDimension_Product,ibe,NAS,NAS
DefaultDimension_Product,ibe,NBR,YYB
DefaultDimension_Product,ibe,OBL,OBL
DefaultDimension_Product,ibe,OBX,
DefaultDimension_Product,ibe,OFL,OFL
DefaultDimension_Product,ibe,OGB,OGB
DefaultDimension_Product,ibe,ORB,ORB
DefaultDimension_Product,ibe,ORE,ORE
DefaultDimension_Product,ibe,ORP,
DefaultDimension_Product,ibe,OXF,YYB
DefaultDimension_Product,ibe,PBR,PBR
DefaultDimension_Product,ibe,PPL,YYB
DefaultDimension_Product,ibe,PPP,YYB
DefaultDimension_Product,ibe,PPS,YYB
DefaultDimension_Product,ibe,PWN,YYB
DefaultDimension_Product,ibe,PWR,YYB
DefaultDimension_Product,ibe,PWW,YYB
DefaultDimension_Product,ibe,RBK,RBK
DefaultDimension_Product,ibe,ROK,YYB
DefaultDimension_Product,ibe,ROO,ROO
DefaultDimension_Product,ibe,RPR,RPR
DefaultDimension_Product,ibe,WAD,WAD
DefaultDimension_Product,ibe,WAF,WAF
DefaultDimension_Product,ibe,WBA,WBA
DefaultDimension_Product,ibe,WBS,YYB
DefaultDimension_Product,ibe,WBX,WBX
DefaultDimension_Product,ibe,WCH,WCH
DefaultDimension_Product,ibe,WCM,WCM
DefaultDimension_Product,ibe,WCP,WCP
DefaultDimension_Product,ibe,WCT,
DefaultDimension_Product,ibe,WEE,WEE
DefaultDimension_Product,ibe,WGS,WGS
DefaultDimension_Product,ibe,WKB,YYB
DefaultDimension_Product,ibe,WPB,WPB
DefaultDimension_Product,ibe,WPC,YYB
DefaultDimension_Product,ibe,WPR,WPR
DefaultDimension_Product,ibe,WSP,
DefaultDimension_Product,ibe,WST,YYB
DefaultDimension_Product,ibe,WTB,YYB
DefaultDimension_Product,ibe,WWA,YYB
DefaultDimension_Product,ibe,XXX,YYB
DefaultDimension_Product,ibe,YYB,YYB
DefaultDimension_Product,ibe,YYP,YYB
DefaultDimension_Product,rfl,ACL,ACL
DefaultDimension_Product,rfl,AGR,YYB
DefaultDimension_Product,rfl,ALB,ALB
DefaultDimension_Product,rfl,ALP,ALP
DefaultDimension_Product,rfl,APB,APB
DefaultDimension_Product,rfl,APM,APM
DefaultDimension_Product,rfl,APO,YYB
DefaultDimension_Product,rfl,BIC,BIC
DefaultDimension_Product,rfl,BIS,BIS
DefaultDimension_Product,rfl,BPL,BPL
DefaultDimension_Product,rfl,DAN,
DefaultDimension_Product,rfl,DIS,DIS
DefaultDimension_Product,rfl,DYB,YYB
DefaultDimension_Product,rfl,DYE,YYB
DefaultDimension_Product,rfl,EXT,EXT
DefaultDimension_Product,rfl,FLK,FLK
DefaultDimension_Product,rfl,HOC,HOC
